Year,Event #,Trophy,Event,Heat,Place,Boat,Time,Cox,Rower1,Rower2,Rower3,Rower4,Rower5,Rower6,Rower7,Rower8
1990,,,Men’s World Cup 1x,,5,"Jesus Posse-Villa, Uru",07:37.5,,,,,,,,,
1990,,,Men’s World Cup 1x,,6,"Beat Schwerzmann, Switz",07:38.3,,,,,,,,,
1990,,,Men’s World Cup 1x,,7,"Dave Saxon, USA",07:39.8,,,,,,,,,
1990,,,Men’s World Cup 1x,,8,"Francis Rieninger, USA",07:50.9,,,,,,,,,
1990,,,Men’s World Cup 1x,,9,"John Riley, USA",07:56.3,,,,,,,,,
1990,,,Men’s World Cup 1x,,10,"Greg Springer, USA",08:05.5,,,,,,,,,
1990,,,Men’s Open 8+,,1,British National Team ,06:02.9,Adrian Ellison ,Peter Mulkerrius,Simon Berrisyard,Terry Dillon,Richard Phelps,Jim Walker,Tim Foster,Terry Singfield,Johnny Mullo
1990,,,Men’s Open 8+,,2,Soviet Union National Team,06:06.2,,,,,,,,,
1990,,,Men’s Open 8+,,3,Canadian National Team,06:06.6,,,,,,,,,
1990,,,Men’s Open 8+,,4,Penn AC,06:08.1,,,,,,,,,
1990,,,Men’s Open 8+,,5,Boston RC,06:13.7,,,,,,,,,
1990,,,Men’s Open 8+,,6,UCLA/Pennsylvania,06:30.2,,,,,,,,,
1990,,,Men’s Club 8+,,1,Victoria RC,06:27.8,Bruce Boulter,Chris Spooner,Stephan Stamp,Ivan VanEerden,Colin Thompson,Dave Ruse,Stephen Masselink,Bruce St John,Paul Beaudry
1990,,,Men’s Club 8+,,2,UCLA,06:36.5,,,,,,,,,
1990,,,Men’s Club 8+,,3,U.S. Navy/Marines,06:40.5,,,,,,,,,
1990,,,Men’s Club 8+,,4,California,06:43.2,,,,,,,,,
1990,,,Men’s Club 8+,,5,Long Beach RA,06:43.6,,,,,,,,,
1990,,,Men’s Club 8+,,6,Newport AC,06:44.9,,,,,,,,,
1990,,,Men’s Open Novice 8+,,1,New York Maritime ,06:35.2,John Hayes ,Vic Simmons,Robert Roncska,Christopher Hughes,Jeffrey Reuss,Ken Pollwada,Drew Hodgens,Jared Tuxill,Todd Knapp
1990,,,Men’s Open Novice 8+,,2,Long Beach State,06:51.2,,,,,,,,,
1990,,,Men’s Open Novice 8+,,3,California,06:54.4,,,,,,,,,
1990,,,Men’s Open Novice 8+,,4,Oakland Strokes,06:56.9,,,,,,,,,
1990,,,Men’s Open Novice 8+,,5,San Diego State,07:03.2,,,,,,,,,
1990,,,Men’s Open Novice 8+,,6,Santa Clara,DQ,,,,,,,,,
1990,,,Men’s Junior 8+,,1,Green Lake RA  ,"6:29,1",Anthony Maxwell,Hans Abramson,Tom McCollum,Erik Slaastad,Steve Kunnen,Sam Butler,P. J. Smith,Drew Zwiebel,John O’Leary
1990,,,Men’s Junior 8+,,2,Governor Simcoe School,06:33.1,,,,,,,,,
1990,,,Men’s Junior 8+,,3,Berkeley HS,06:35.9,,,,,,,,,
1990,,,Men’s Junior 8+,,4,Long Beach RA,06:41.2,,,,,,,,,
1990,,,Men’s Junior 8+,,5,Marin RA,06:46.9,,,,,,,,,
1990,,,Men’s Junior 8+,,6,Osnabruck HS,06:53.9,,,,,,,,,
1990,,,"Men’s Masters 8+ (age 27 and over, no time handicaps)",,1,Cincinnati RC ,06:48.0,Allen Zechu ,Fran Reininger,Bryan Myers,John Jablonic,John Creighton,Harry Graves,Chris Karssiens,Tom Dryer,Jack Cheesbro
1990,,,"Men’s Masters 8+ (age 27 and over, no time handicaps)",,2,California RC A,06:53.7,,,,,,,,,
1990,,,"Men’s Masters 8+ (age 27 and over, no time handicaps)",,3,San Diego State Alumni,06:55.5,,,,,,,,,
1990,,,"Men’s Masters 8+ (age 27 and over, no time handicaps)",,4,California RC B,07:02.5,,,,,,,,,
1990,,,"Men’s Masters 8+ (age 27 and over, no time handicaps)",,5,Wisconsin Alumni,07:05.3,,,,,,,,,
1990,,,"Men’s Masters 8+ (age 27 and over, no time handicaps)",,6,Long Beach RA,07:15.5,,,,,,,,,
1990,,,"Men’s Masters 8+ (age 37 and over, time handicaps)",,1,New Haven RC ,no time,James Segaloff ,Pete Peterson,Stephan Flagg,Richard Dyer,Norman Thetford,Joseph Bragdon,Baxter Walsh,Edward Offchis,Charlie Haight
1990,,,"Men’s Masters 8+ (age 37 and over, time handicaps)",,2,Lake Washington RC,no time,,,,,,,,,
1990,,,"Men’s Masters 8+ (age 37 and over, time handicaps)",,3,Rocky Mountain RC,no time,,,,,,,,,
1990,,,"Men’s Masters 8+ (age 37 and over, time handicaps)",,4,Ancient Mariners,no time,,,,,,,,,
1990,,,"Men’s Masters 8+ (age 37 and over, time handicaps)",,5,Long Beach RA,no time,,,,,,,,,
1990,,,"Men’s Masters 8+ (age 37 and over, time handicaps)",,6,Stanford RC,no time,,,,,,,,,
1990,,,Whittier Cup Women’s Varsity 8+,,1,UCLA ,07:13.6,Katy McMahon ,Cathie Heacox,LeiLani Johnson,Sue Charles,Beth Mathiowetz,Catrina Fallon,Leticia Salcedo,Leslie Lewis,Kim Cromer
1990,,,Whittier Cup Women’s Varsity 8+,,2,California,07:18.5,,,,,,,,,
1990,,,Whittier Cup Women’s Varsity 8+,,3,Stanford,"0, 7:19.0",,,,,,,,,
1990,,,Whittier Cup Women’s Varsity 8+,,4,Washington,07:24.8,,,,,,,,,
1990,,,Whittier Cup Women’s Varsity 8+,,5,Wisconsin,07:26.9,,,,,,,,,
1990,,,Whittier Cup Women’s Varsity 8+,,6,Pensylvannia,07:29.1,,,,,,,,,
1990,,,Whittier Cup Women’s Varsity 8+,,7,UC Davis,07:37.3,,,,,,,,,
1990,,,Whittier Cup Women’s Varsity 8+,,8,Purdue,07:45.7,,,,,,,,,
1990,,,Whittier Cup Women’s Varsity 8+,,9,Temple,07:51.7,,,,,,,,,
1990,,,Whittier Cup Women’s Varsity 8+,,10,Marietta,07:53.7,,,,,,,,,
1990,,,California Cup Women’s Varsity 8+,,1,UC Santa Barbara,07:43.0,Jennifer Perrett ,Nancy Savik,Kathy Graff,Amy Fuller,Liz Morgan,Amy Allen,Aimee Baker,Kristine Franson,Kimberly Woeste
1990,,,California Cup Women’s Varsity 8+,,2,Mills,07:44.0,,,,,,,,,
1990,,,California Cup Women’s Varsity 8+,,3,USC,07:50.0,,,,,,,,,
1990,,,California Cup Women’s Varsity 8+,,4,Santa Clara,08:05.4,,,,,,,,,
1990,,,California Cup Women’s Varsity 8+,,5,Cal Poly,08:11.1,,,,,,,,,
1990,,,California Cup Women’s Varsity 8+,,6,Sacramento State,08:18.5,,,,,,,,,
1990,,,Women’s Junior Varisity 8+,,1,UCLA ,07:18.0,Tara Jones ,Lynne Marie Grandon,Kirsten Rangel,Shea Garvin,Karen Finney,Silvia King,Miroslava Chavez,Margarita Reyes,Kerry Conway
1990,,,Women’s Junior Varisity 8+,,1,Washington,07:25.2,,,,,,,,,
1990,,,Women’s Junior Varisity 8+,,2,Stanford,07:30.7,,,,,,,,,
1990,,,Women’s Junior Varisity 8+,,3,UC Davis,07:43.0,,,,,,,,,
1990,,,Women’s Junior Varisity 8+,,4,Mills,08:00.7,,,,,,,,,
1990,,,Women’s Junior Varisity 8+,,5,California,DQ,,,,,,,,,
1990,,,Women’s Lightweight 8+,,1,UC Davis ,07:36.6,Michelle Wong,Megan Lynch,Jenny Sauter,Rachel Pond,Karen Bauer,Carey Turner,Erika Willett,Shannon Hamilton,Chieko Kakihana
1990,,,Women’s Lightweight 8+,,2,Radcliff,07:40.3,,,,,,,,,
1990,,,Women’s Lightweight 8+,,3,Washington State,07:47.2,,,,,,,,,
1990,,,Women’s Lightweight 8+,,4,UC Santa Barbara,07:49.9,,,,,,,,,
1990,,,Women’s Lightweight 8+,,5,Santa Clara,07:51.1,,,,,,,,,
1990,,,Women’s Lightweight 8+,,6,Pacific Lutheran,08:03.1,,,,,,,,,
1990,,,Women’s Lightweight 8+,,7,Texas,08:08.7,,,,,,,,,
1990,,,Women’s Novice 8+,,1,Washington ,07:15.9,Kym Janzik,Megan Gillespie,Martha Ratelle,Andrea Sugel,Katherine Alba,Kari Osterhang,Diana Smallwood,Kim Holzrichler,Coleen Bates
1990,,,Women’s Novice 8+,,2,California,07:29.5,,,,,,,,,
1990,,,Women’s Novice 8+,,3,Stanford,07:30.9,,,,,,,,,
1990,,,Women’s Novice 8+,,4,UC San Diego,07:45.2,,,,,,,,,
1990,,,Women’s Novice 8+,,5,UC Davis,07:47.7,,,,,,,,,
1990,,,Women’s Novice 8+,,6,Loyola Marymount,07:55.6,,,,,,,,,
1990,,,Women’s Novice 8+,,7,UCLA,08:04.7,,,,,,,,,
1990,,,Women’s Novice 8+,,8,UC Santa Barbara,08:05.6,,,,,,,,,
1990,,,Women’s Open Novice 8+,,1,Stanford ,07:15.9,Mickie Shenn,Amy Taylor,Carolee Rolling,Johanna Jensen,Tamara Ahrens,Heather Able,Karen Schwindt,Jennifer Grancia,Valerie Powell
1990,,,Women’s Open Novice 8+,,2,UC Davis,07:32.2,,,,,,,,,
1990,,,Women’s Open Novice 8+,,3,California,07:32.5,,,,,,,,,
1990,,,Women’s Open Novice 8+,,4,Mills,07:34.8,,,,,,,,,
1990,,,Women’s Open Novice 8+,,5,Humboldt State,07:50.0,,,,,,,,,
1990,,,Women’s Open Novice 8+,,6,Loyola Marymount,07:59.7,,,,,,,,,
1990,,,Women’s Open 8+,,1,Canada National Team ,07:05.4,Kristi Biglo ,Kirsten Barnes,Brenda Taylor,Kathleen Heddle,Jessie Monroe,Julie Jeppersen,Helena Matson,Suzanne Flemming,Kelly Mahon
1990,,,Women’s Open 8+,,2,Soviet Union Ntional Team,07:07.4,,,,,,,,,
1990,,,Women’s Open 8+,,3,Monarch RC,07:14.2,,,,,,,,,
1990,,,Women’s Open 8+,,4,U.S.A. Natonial Team/Itaewon RC,07:21.9,,,,,,,,,
1990,,,Women’s World Cup 1x,,1,"Birget Peter, E. Ger",08:11.1,,,,,,,,,
1990,,,Women’s World Cup 1x,,2,"Silken Laumann, Can",08:11.9,,,,,,,,,
1990,,,Women’s World Cup 1x,,3,"Titie Jordache, W. Ger",08:13.5,,,,,,,,,
1990,,,Women’s World Cup 1x,,4,"Katalin Sarlos, Hung",08:14.7,,,,,,,,,
1990,,,Women’s World Cup 1x,,5,"Harriett Van Ettekoven, Hol",08:16.3,,,,,,,,,
1990,,,Women’s World Cup 1x,,6,"Maria Brandin, Swe",08:19.7,,,,,,,,,
1990,,,Women’s World Cup 1x,,7,"Kristine Karlson, USA",08:18.5,,,,,,,,,
1990,,,Women’s World Cup 1x,,8,"Alison Townley, USA",08:19.0,,,,,,,,,
1990,,,Women’s World Cup 1x,,9,Elizabeta Lipa,08:40.5,,,,,,,,,
1990,,,Women’s World Cup 1x,,10,Mary Mazio,08:48.8,,,,,,,,,
1990,,,Women’s World Cup 1x,,11,Drew Van Hengel,08:49.3,,,,,,,,,
1990,,,Women’s World Cup 1x,,12,"Debbie Neil, USA",08:59.0,,,,,,,,,
1990,,,Women’s Club 8+,,1,Victoria RC ,07:33.3,Robyn Stevenson ,Paula Hale,Meagan Andrews,Gillian Roberts,Andrea Walsh,Denlse Ronnenkamp,Kale Gower,Alison Oliver,Tara Hastings
1990,,,Women’s Club 8+,,2,Eosophobic RC A,07:46.0,,,,,,,,,
1990,,,Women’s Club 8+,,3,Humboldt State,07:51.1,,,,,,,,,
1990,,,Women’s Club 8+,,4,California RC,07:59.5,,,,,,,,,
1990,,,Women’s Club 8+,,5,Eosophobic RC B,08:16.6,,,,,,,,,
1990,,,Women’s Club 8+,,6,Long Beach RA,08:27.8,,,,,,,,,
1990,,,"Women’s Masters 8+ (age 27 and over, no time handicaps)",,1,Eosophobic RC,07:44.1,Susie Nielson ,Shirley Doell,Chris White,Cyndi Cavanaugh,Sally Eggington,Debi Parker,Virginia Stahly,Erin Campbell,Michelle Cass
1990,,,"Women’s Masters 8+ (age 27 and over, no time handicaps)",,2,California RC,08:00.6,,,,,,,,,
1990,,,"Women’s Masters 8+ (age 27 and over, no time handicaps)",,3,Marin RA,08:22.6,,,,,,,,,
1990,,,"Women’s Masters 8+ (age 27 and over, no time handicaps)",,4,Newport AC,08:26.6,,,,,,,,,
1990,,,"Women’s Masters 8+ (age 27 and over, no time handicaps)",,5,Lake Merritt,08:32.8,,,,,,,,,
1990,,,"Women’s Masters 8+ (age 27 and over, no time handicaps)",,6,Station L RC,08:36.1,,,,,,,,,
1990,,,Women’s Masters 8+ (age 37 and over),,1,ZLAC RC ,07:58.5,Barbie Waters,Sue Brickson,Martha Conn,Cathy Kemper,Nancy Durham,Anne Kostrubal,Kathy Finn,Barbara Rosof,Kathy Rossoll
1990,,,Women’s Masters 8+ (age 37 and over),,2,Seattle RC ,08:19.0,,,,,,,,,
1990,,,Women’s Masters 8+ (age 37 and over),,3,Marin RC A,08:41.9,,,,,,,,,
1990,,,Women’s Masters 8+ (age 37 and over),,4,Conibear RC B,08:56.1,,,,,,,,,
1990,,,Women’s Masters 8+ (age 37 and over),,5,Conibear RC A,09:17.6,,,,,,,,,
1990,,,Women’s Masters 8+ (age 37 and over),,6,Lake Washingotn RC,09:20.5,,,,,,,,,
1990,,,Women’s Junior 8+,,1,Lakeport School ,07:18.7,Lesa Hannah,Penny Chaffe,Leigh-Anne Macdonald,Lucia Natale,Stacy Harley,Erin Crawford,Melissa Gram,Noelme Small,Andrea Frizell
1990,,,Women’s Junior 8+,,2,Berkeley HS,07:24.1,,,,,,,,,
1990,,,Women’s Junior 8+,,3,Green Lake RA,07:24.6,,,,,,,,,
1990,,,Women’s Junior 8+,,4,Marin RA,07:32.5,,,,,,,,,
1990,,,Women’s Junior 8+,,5,Long Beach RA,07:41.3,,,,,,,,,
1990,,,Women’s Junior 8+,,6,ZLAC RC,07:46.7,,,,,,,,,
1991,,,Copley Cup Men’s Varsity 8+ ,,1,Harvard ,05:52.7,Travis Metz ,Shore Largen,Owen West,Dan Justicz,William Cooper,Ethan Aver,Ulrich Baer,John Cooper,Edward Marrk
1991,,,Copley Cup Men’s Varsity 8+ ,,2,Washington,"0, 5:56.2",,,,,,,,,
1991,,,Copley Cup Men’s Varsity 8+ ,,3,Pennsylvania,05:58.6,,,,,,,,,
1991,,,Copley Cup Men’s Varsity 8+ ,,4,UCLA,05:59.2,,,,,,,,,
1991,,,Copley Cup Men’s Varsity 8+ ,,5,Navy,06:09.7,,,,,,,,,
1991,,,Copley Cup Men’s Varsity 8+ ,,6,Temple,06:09.9,,,,,,,,,
1991,,,Copley Cup Men’s Varsity 8+ ,,7,California,06:06.9,,,,,,,,,
1991,,,Copley Cup Men’s Varsity 8+ ,,8,Wisconsin,06:12.7,,,,,,,,,
1991,,,Copley Cup Men’s Varsity 8+ ,,9,Syracuse,06:13.7,,,,,,,,,
1991,,,Copley Cup Men’s Varsity 8+ ,,10,Stanford,06:15.5,,,,,,,,,
1991,,,Copley Cup Men’s Varsity 8+ ,,11,Virginia,06:17.0,,,,,,,,,
1991,,,Copley Cup Men’s Varsity 8+ ,,12,Long Beach State,06:19.5,,,,,,,,,
1991,,,California Cup Men’s Varsity 8+,,1,UC Santa Barbara ,06:12.8,Kim Burns,Derek Lee,Don Olson,Tom Morrison,Allan Hodge,Justin Ulrich,Greg Gillinger,Paul Winans,Eriks Sasha-Paegle
1991,,,California Cup Men’s Varsity 8+,,2,San Diego,06:21.0,,,,,,,,,
1991,,,California Cup Men’s Varsity 8+,,3,UC San Diego,06:21.5,,,,,,,,,
1991,,,California Cup Men’s Varsity 8+,,4,UC Davis,06:23.6,,,,,,,,,
1991,,,California Cup Men’s Varsity 8+,,5,Sacramento State,06:24.2,,,,,,,,,
1991,,,California Cup Men’s Varsity 8+,,6,San Diego State,06:27.1,,,,,,,,,
1991,,,Visitor’s Cup Men’s Varsity 8+,,1,Gonzaga ,06:22.5,Tina Ulticev,Pat Bulger,Jon Wnetzel,Joe Greyorwich,Clay Roscoe,Dave Gungel,Zalw Drathman,Coby Stites,Dan Summerfeldt
1991,,,Visitor’s Cup Men’s Varsity 8+,,2,Holy Cross,"0, 6:35.4",,,,,,,,,
1991,,,Visitor’s Cup Men’s Varsity 8+,,3,Fordham,06:36.1,,,,,,,,,
1991,,,Visitor’s Cup Men’s Varsity 8+,,4,Northwestern,06:39.2,,,,,,,,,
1991,,,Visitor’s Cup Men’s Varsity 8+,,5,Notre Dame,06:41.4,,,,,,,,,
1991,,,Visitor’s Cup Men’s Varsity 8+,,6,Washington (St. Louis),06:59.1,,,,,,,,,
1991,,,California-Vistiors Cup Challange ,,1,Gonzaga,06:10.5,,,,,,,,,
1991,,,California-Vistiors Cup Challange ,,2,UC Santa Barbara,06:16.9,,,,,,,,,
1991,,,California-Vistiors Cup Challange ,,3,San Diego,06:20.4,,,,,,,,,
1991,,,California-Vistiors Cup Challange ,,4,UC San Diego,06:21.6,,,,,,,,,
1991,,,California-Vistiors Cup Challange ,,5,Holy Cross,06:24.4,,,,,,,,,
1991,,,California-Vistiors Cup Challange ,,6,Fordham,06:25.6,,,,,,,,,
1991,,,California-Vistiors Cup Challange ,,7,Sacramento State,06:24.3,,,,,,,,,
1991,,,California-Vistiors Cup Challange ,,8,UC Davis,06:27.9,,,,,,,,,
1991,,,California-Vistiors Cup Challange ,,9,San Diego State,06:28.4,,,,,,,,,
1991,,,California-Vistiors Cup Challange ,,10,Northwestern,06:32.8,,,,,,,,,
1991,,,California-Vistiors Cup Challange ,,11,Washingotn (St Louis),06:35.5,,,,,,,,,
1991,,,California-Vistiors Cup Challange ,,12,Notre Dame,06:45.6,,,,,,,,,
1991,,,Men’s Junior Varsity 8+,,1,Pennsylvania ,05:55.1,Evan Roth ,Hal Clark,Chris Ohl,Chris Overing,Eric Goldberg,Rich Cross,Ben King,Tom Richardson,Chris Pedicone
1991,,,Men’s Junior Varsity 8+,,2,California,06:00.8,,,,,,,,,
1991,,,Men’s Junior Varsity 8+,,3,Washington,06:08.2,,,,,,,,,
1991,,,Men’s Junior Varsity 8+,,4,Orange Coast,06:09.5,,,,,,,,,
1991,,,Men’s Junior Varsity 8+,,5,Harvard ,06:09.9,,,,,,,,,
1991,,,Men’s Junior Varsity 8+,,6,Syracuse,06:10.1,,,,,,,,,
1991,,,Men’s Junior Varsity 8+,,7,UCLA,06:14.2,,,,,,,,,
1991,,,Men’s Freshmen 8+,,1,California ,06:05.4,David Korb ,Tor Roberts,To McCullom,Hans Abramson,Arthur Ware,Matt Clark,John Murphy,Will Whalen,Dave Mahon
1991,,,Men’s Freshmen 8+,,2,Orange Coast,06:12.2,,,,,,,,,
1991,,,Men’s Freshmen 8+,,3,Stanford,06:20.7,,,,,,,,,
1991,,,Men’s Freshmen 8+,,4,UCLA,06:25.1,,,,,,,,,
1991,,,Men’s Freshmen 8+,,5,Long Beach State,06:28.1,,,,,,,,,
1991,,,Men’s Freshmen 8+,,6,UC Santa Barbara,06:33.1,,,,,,,,,
1991,,,Men’s Lightweight 8+,,1,Harvard ,06:06.9,Andrew Cameron ,John Roberts,William Dixon,Alex Graham,Charles Braun,John Schoettel,Gunter Meyer,Frank Klausz,Ben Humphries
1991,,,Men’s Lightweight 8+,,2,Yale,06:09.6,,,,,,,,,
1991,,,Men’s Lightweight 8+,,3,Rutgers,06:14.9,,,,,,,,,
1991,,,Men’s Lightweight 8+,,4,Western Washington,06:18.2,,,,,,,,,
1991,,,Men’s Lightweight 8+,,5,UC Santa Barbara,06:18.5,,,,,,,,,
1991,,,Men’s Lightweight 8+,,6,Loyola Marymount,06:22.9,,,,,,,,,
1991,,,Men’s Novice 8+,,1,UC Davis ,06:25.0,Brian Karp ,Alex Oehler,Matt Maurer,Chris Murrell,Brian Hefferman,David LLoyd,Morgan Jaeck,Chris Chavez,Matt Mundelius
1991,,,Men’s Novice 8+,,2,Sacramento State,06:27.7,,,,,,,,,
1991,,,Men’s Novice 8+,,3,Orange Coast,06:30.2,,,,,,,,,
1991,,,Men’s Novice 8+,,4,California,06:31.4,,,,,,,,,
1991,,,Men’s Novice 8+,,5,UC Santa Barbara,06:37.3,,,,,,,,,
1991,,,Men’s Novice 8+,,6,Stanford,06:37.9,,,,,,,,,
1991,,,Men’s Novice 8+,,7,UCLA,06:40.3,,,,,,,,,
1991,,,Men’s World Cup 1x,,1,"Kajetan Broniewski, Pol",07:10.7,,,,,,,,,
1991,,,Men’s World Cup 1x,,2,"Christian Haendle,  Ger",07:11.6,,,,,,,,,
1991,,,Men’s World Cup 1x,,3,"Vaclav Chalupa, Czech",07:13.8,,,,,,,,,
1991,,,Men’s World Cup 1x,,4,"Andreas Hajeck, Ger",07:18.4,,,,,,,,,
1991,,,Men’s World Cup 1x,,5,"Juri Jaanson, Est",07:18.8,,,,,,,,,
1991,,,Men’s World Cup 1x,,6,"Sergio Fernandez, Arg",07:19.9,,,,,,,,,
1991,,,Men’s World Cup 1x,,7,"Jesus Posse-Villa, Uru",07:19.4,,,,,,,,,
1991,,,Men’s World Cup 1x,,8,"Fredrik Hulten, Swe",07:20.9,,,,,,,,,
1991,,,Men’s World Cup 1x,,9,"Harald Faderbauer, Aus",07:23.4,,,,,,,,,
1991,,,Men’s World Cup 1x,,10,"John McKibben, USA",07:24.3,,,,,,,,,
1991,,,Men’s World Cup 1x,,11,"John Murphy, Can",07:28.1,,,,,,,,,
1991,,,Men’s World Cup 1x,,12,"Beat Schwerzmann, Swiss",07:28.3,,,,,,,,,
1991,,,Men’s Club 8+,,1,Victoria RC ,06:09.0,Bruce Boulter ,Mike Koski,David Marcovitz,Will Zantvort,Sean Kapral,Stephan Masselink,David Brown,David Miege,Ian Swan
1991,,,Men’s Club 8+,,2,Boston RC,06:11.0,,,,,,,,,
1991,,,Men’s Club 8+,,3,California,06:15.4,,,,,,,,,
1991,,,Men’s Club 8+,,4,Vancouver,06:16.2,,,,,,,,,
1991,,,Men’s Club 8+,,5,Victoria,06:20.0,,,,,,,,,
1991,,,Men’s Club 8+,,6,Loyola Marymount,06:25.6,,,,,,,,,
1991,,,Men’s Junior 8+,,1,Green Lake RA  ,06:30.9,Stephanie Fox ,Peter Smith,Steve Kunnen,Scott Amick,Erik Sjaastad,Dan McCollum,Frank Zapata,John O’Leary,Drew Zwiebel
1991,,,Men’s Junior 8+,,2,Long Beach RA,06:35.4,,,,,,,,,
1991,,,Men’s Junior 8+,,3,Marin RA,06:39.2,,,,,,,,,
1991,,,Men’s Junior 8+,,4,Berkeley HS,06:44.1,,,,,,,,,
1991,,,Men’s Junior 8+,,5,Pacific RC,06:44.9,,,,,,,,,
1991,,,Men’s Junior 8+,,6,Oakland Strokes,06:46.7,,,,,,,,,
1991,,,"Men’s Masters 8+ (age 27 and over, no time handicaps)",,1,Cincinnati RC ,06:27.5,Alden Zecha ,Tiff Wood,John Terwilliger,John Jablonic,John Creighton,Harry Graves,Chris Karssiens,Tom Dryer,Jack Cheesbro
1991,,,"Men’s Masters 8+ (age 27 and over, no time handicaps)",,2,California RC,06:36.5,,,,,,,,,
1991,,,"Men’s Masters 8+ (age 27 and over, no time handicaps)",,3,Stanford RC,06:39.5,,,,,,,,,
1991,,,"Men’s Masters 8+ (age 27 and over, no time handicaps)",,4,San Diego RC,06:42.3,,,,,,,,,
1991,,,"Men’s Masters 8+ (age 27 and over, no time handicaps)",,5,Lake Washington RC,06:49.3,,,,,,,,,
1991,,,"Men’s Masters 8+ (age 37 and over, time handicaps)",,1,New Haven RC ,06:26.9,James Seagloff ,Robert Wetmore,Norman Thetford,Rich Dyer,Gordon Kuster,Edward Offchiss,Brad Hubler,Jerry Stevens,Steve Flagg
1991,,,"Men’s Masters 8+ (age 37 and over, time handicaps)",,2,Cambridge BC,06:28.4,,,,,,,,,
1991,,,"Men’s Masters 8+ (age 37 and over, time handicaps)",,3,Lake Washington RC,06:34.4,,,,,,,,,
1991,,,"Men’s Masters 8+ (age 37 and over, time handicaps)",,4,Los Angeles RC,06:38.9,,,,,,,,,
1991,,,"Men’s Masters 8+ (age 37 and over, time handicaps)",,5,Rocky Mountain RC,06:39.3,,,,,,,,,
1991,,,"Men’s Masters 8+ (age 37 and over, time handicaps)",,6,San Diego RC,06:44.4,,,,,,,,,
1991,,,Whittier Cup Women’s Varsity 8+,,1,Boston U,06:47.0,Melissa Hall ,Rosana Zegarra,Sarah Baker,Portia Strong,Michelle Bradshaw,Debbie Meyn,Sue Rawchitte,Carrell Grindley,Lynn Kirstein
1991,,,Whittier Cup Women’s Varsity 8+,,2,UCLA,"06:51,9",,,,,,,,,
1991,,,Whittier Cup Women’s Varsity 8+,,3,California,06:58.4,,,,,,,,,
1991,,,Whittier Cup Women’s Varsity 8+,,4,Washington,06:58.7,,,,,,,,,
1991,,,Whittier Cup Women’s Varsity 8+,,5,Virgina,06:58.9,,,,,,,,,
1991,,,Whittier Cup Women’s Varsity 8+,,6,Syracuse,06:59.3,,,,,,,,,
1991,,,Whittier Cup Women’s Varsity 8+,,7,Northwestern,06:57.0,,,,,,,,,
1991,,,Whittier Cup Women’s Varsity 8+,,8,UC Santa Barbara,07:00.7,,,,,,,,,
1991,,,Whittier Cup Women’s Varsity 8+,,9,Wisconsin,07:03.1,,,,,,,,,
1991,,,Whittier Cup Women’s Varsity 8+,,10,Stanford,07:05.2,,,,,,,,,
1991,,,California Cup Women’s Varsity 8+,,1,USC ,07:12.3,Lynn Shapiro ,Debra Morgan,Elen Papas,Anne Rumsey,Lori Daughters,Chimaine Pouteau,Kendra Minke,Vickie Briggs,Marie Cox
1991,,,California Cup Women’s Varsity 8+,,2,UC Davis,07:16.8,,,,,,,,,
1991,,,California Cup Women’s Varsity 8+,,3,Sacramento State,07:17.6,,,,,,,,,
1991,,,California Cup Women’s Varsity 8+,,4,Mills,07:22.0,,,,,,,,,
1991,,,California Cup Women’s Varsity 8+,,5,Long Beach State,07:23.0,,,,,,,,,
1991,,,California Cup Women’s Varsity 8+,,6,UC San Diego,07:27.2,,,,,,,,,
1991,,,Visitors Cup  Women’s Varsity 8+,,1,Washington (St. Louis),07:31.9,Margaret Zahler ,Lauren Anderson,Kathleen Tisdahl,Amy Lawrence,Julie Gottschalk,Melissa Barber,Serena Lin,Angela Borel,Samantha Levi
1991,,,Visitors Cup  Women’s Varsity 8+,,2,Washington State,07:33.6,,,,,,,,,
1991,,,Visitors Cup  Women’s Varsity 8+,,3,Northwestern,07:35.2,,,,,,,,,
1991,,,Visitors Cup  Women’s Varsity 8+,,4,Michigan State,07:41.9,,,,,,,,,
1991,,,Visitors Cup  Women’s Varsity 8+,,5,Holy Cross,08:01.1,,,,,,,,,
1991,,,California-Visitors Cup Challange,,1,UC Davis,07:16.2,,,,,,,,,
1991,,,California-Visitors Cup Challange,,2,USC,07:17.1,,,,,,,,,
1991,,,California-Visitors Cup Challange,,3,Washington State,07:22.2,,,,,,,,,
1991,,,California-Visitors Cup Challange,,4,Sacramento State,07:24.1,,,,,,,,,
1991,,,California-Visitors Cup Challange,,5,Northwestern,07:30.8,,,,,,,,,
1991,,,California-Visitors Cup Challange,,6,Washington (St. Louis),07:31.3,,,,,,,,,
1991,,,California-Visitors Cup Challange,,7,Mills,07:21.6,,,,,,,,,
1991,,,California-Visitors Cup Challange,,8,Long Beach State,07:25.2,,,,,,,,,
1991,,,California-Visitors Cup Challange,,9,UC San Diego,07:32.1,,,,,,,,,
1991,,,California-Visitors Cup Challange,,10,Michigan State,07:42.3,,,,,,,,,
1991,,,California-Visitors Cup Challange,,11,Holy Cross,0.8:05.1,,,,,,,,,
1991,,,Women’s Junior Varisity 8+,,1,UC Davis ,07:04.6,Jendi Durbin,Chieko Kakihana,Carey Turner,Jennifer Swenson,Shannon Hamilton,Kristina Lugo,Consuelo Morales,Jennie Suler,Megan Lynch
